Date,Price,market_cap,Volume
2021-08-31,0.0018078961849993,0.0,21545.959753831805
2021-09-01,0.0018076836837085,0.0,11162.8856163452
2021-09-02,0.0019054274893867,0.0,43375.06358985707
2021-09-03,0.0019097552856906,0.0,46833.8916569981
2021-09-04,0.0019085641842487,0.0,14440.34684252108
2021-09-05,0.0021013584964205,0.0,65175.24048223792
2021-09-06,0.0021746989393829,0.0,14716.263315085716
2021-09-07,0.0021048670046631,0.0,11829.828486881495
2021-09-08,0.0018718891752347,0.0,30794.220971124127
2021-09-09,0.0020133174004125,0.0,31479.856588914503
2021-09-10,0.0020095121479259,0.0,8690.16417746241
2021-09-11,0.0019166330735593,0.0,16796.50228996897
2021-09-12,0.0019185103032084,0.0,3613.4149307402
2021-09-13,0.0018623538811775,0.0,2797.3249766659555
2021-09-14,0.0019443491707555,0.0,56465.91159030042
2021-09-15,0.0020129848619237,0.0,5574.6261514301705
2021-09-16,0.002039461386412,0.0,5945.550575093802
2021-09-17,0.0019697100531217,0.0,4280.69764432673
2021-09-18,0.0020224256132339,0.0,9146.330121050463
2021-09-19,0.0021634878494087,0.0,33985.91668263952
2021-09-20,0.0020878494360431,0.0,4779.918297642613
2021-09-21,0.0018485413698614,0.0,10482.529614259274
2021-09-22,0.0017251570096685,0.0,13689.569371830838
2021-09-23,0.0020068138119138,0.0,27715.515589839437
2021-09-24,0.0020425958334292,0.0,12962.764204953672
2021-09-25,0.0018614622976028,0.0,27870.659833543406
2021-09-26,0.0017044569257802,0.0,37024.38575875754
2021-09-27,0.0016209206616192,0.0,63511.285911141735
2021-09-28,0.0015600471517012,0.0,7150.300006099549
2021-09-29,0.0014834167457618,0.0,13396.80040503786
2021-09-30,0.0015221772373868,0.0,8616.791080426245
2021-10-01,0.0015664017579676,0.0,4506.128600439441
2021-10-02,0.0016508340228133,0.0,7136.370257247734
2021-10-03,0.0016238050892547,0.0,12057.217107715362
2021-10-04,0.0016644433459802,0.0,1864.6681167907225
2021-10-05,0.0016560090970495,0.0,2856.5117447194552
2021-10-06,0.0016805891347756,0.0,2677.699793641349
2021-10-07,0.0016684698427847,0.0,12263.017217597013
2021-10-08,0.0016440353192468,0.0,9442.240257031295
2021-10-09,0.0017674946289621,0.0,19940.460717415936
2021-10-10,0.0018168725812506,0.0,21801.917418321907
2021-10-11,0.0017423362040117,0.0,12482.167121610975
2021-10-12,0.0018585986796473,0.0,12722.926051245458
2021-10-13,0.0017225829788808,0.0,21764.27170372027
2021-10-14,0.0017467082282258,0.0,23333.68410925266
2021-10-15,0.0017981015842857,0.0,13719.049085185685
2021-10-16,0.0018075350100515,0.0,28088.7956208253
2021-10-17,0.0017774830977638,0.0,12574.949862481117
2021-10-18,0.0017874091686779,0.0,9997.418681480436
2021-10-19,0.0017754094437363,0.0,5510.38785057022
2021-10-20,0.0020887543827513,0.0,237601.41084225103
2021-10-21,0.0024181265538051,0.0,450481.9995115984
2021-10-22,0.0022507960854829,0.0,21463.18765288685
2021-10-23,0.0023035775956129,0.0,25592.025881329697
2021-10-24,0.0023453420924701,0.0,3251.3826414816785
2021-10-25,0.0023647930508058,0.0,9678.510495058545
2021-10-26,0.0022787601031044,0.0,6933.150651960024
2021-10-27,0.0023057718569888,0.0,7977.230656877149
2021-10-28,0.0023277954037547,0.0,42586.68300066394
2021-10-29,0.0024198523383117,0.0,10247.65975590338
2021-10-30,0.0022712129849927,0.0,8135.212136897774
